MYO5B	-9.93618819824532
HERC2P3	-9.38121570415326
ASS1P11	-9.29477553735953
TRIM29	-9.05361446260117
CSGALNACT1	-8.72183416232449
ZNF513	-8.21247101425183
CECR7	-8.20090956493824
SOX15	-8.15490833597823
ASS1	-8.03322554818527
LINC00525	-7.98802869208221
TUSC3	-7.93261720535061
IDH1	-7.88308881267909
SYT12	-7.80562147571947
OVOL2	-7.59680079195506
PCSK5	-7.5543602317847
NEAT1	-7.39042335908687
C1orf116	-7.36726645577392
ZNF285	-7.32472826418269
RASAL1	-7.30248535827285
PRR15	-7.29693624614387
SPATA18	-7.28530139805011
PALMD	-7.26938534086162
TMPRSS13	-7.23392719936721
ADAM12	-7.23311295759777
MAPK4	-7.10640284330861
RSPH3	-7.10125417644615
PDXDC1	-7.09824717044135
UBE2H	-7.07124599893572
FURIN	-7.05782137190115
MCTP2	-7.01078796202228
TANC1	-7.00559855270207
THRB	-6.96870180183433
KDM4C	-6.93566781141934
ITPRIP	-6.93141991916234
ZBTB7B	-6.90286578748804
PARN	-6.81753937367154
RSRP1	-6.80205364931617
ANKRD22	-6.74524423266728
EFNB1	-6.72253765703067
CARMIL1	-6.71291298147694
MOCOS	-6.71257668254882
CASZ1	-6.70458292825227
SLC66A2	-6.70007944426693
COL4A5	-6.66330145217928
RAD50	-6.6250528094314
CCDC144A	-6.6130660906862
CASP4	-6.5888999321187
FXYD5	-6.56905990222236
PPL	-6.55064840550197
RYR2	-6.54466672873476
KIF21B	-6.53531387449967
ARHGEF34P	-6.48384673468485
LRRK1	-6.44416964034343
SH3PXD2B	-6.42865591967274
CPNE4	-6.42671703827681
KRTCAP3	-6.39689749192381
GLB1L2	-6.35244616742276
RBBP6	-6.3412799195092
HLA-V	-6.32182348096291
ITPKC	-6.28835465734238
MYO1D	-6.28603165039725
SAMD9	-6.23734289374613
HSPA12A	-6.23306720129027
PNPLA4	-6.23126156505868
MINDY4	-6.22897993738204
TGM1	-6.22850541087325
ASS1P10	-6.18109621901894
MON1B	-6.14645585115717
OSBPL1A	-6.12104469504664
SDHAP1	-6.11831661933338
SDCBP2	-6.10706476777391
ASS1P9	-6.10560026236007
NCKAP5	-6.10295693401
SYT8	-6.09970744834606
LONP2	-6.08965209953569
EFNA3	-6.06474992104172
ASS1P1	-6.05121523474308
CHI3L2	-6.04515966613022
COL4A6	-6.04465190276933
HOXA10	-6.0376298406812
NIPSNAP2	-6.03214473545768
KCNN4	-6.02234340202952
MT-CYB	-6.00734728300822
DNAJB12	-5.98968126108319
ALOX12P2	-5.9789990416235
IL20RB	-5.97869537150132
VPS35L	-5.92338723684038
TSPAN2	-5.90255613845726
PAFAH2	-5.90088026524521
EMP2	-5.89514869701638
MICALL1	-5.80768151172205
ASS1P7	-5.80677808588198
DUXAP8	-5.80308123088217
ELMO3	-5.79962700749384
HOMER2	-5.78303799894984
SCAT8	-5.7640283529578
SLC22A5	-5.75534903935109
CHKB	-5.74683276482334
TSHZ1	-5.73642661309849
DIAPH1	-5.73542314158748
TMLHE	-5.73354599986272
HYPK	-5.73138420633386
KLF8	-5.72141278227595
CEBPD	-5.71590025497127
GTF2I	-5.69617046670589
KLF13	-5.6901933383982
MUC20-OT1	-5.68884482240956
TINAGL1	-5.67984446632086
TNKS1BP1	-5.67190461862363
GRHL2	-5.66563232013494
BCL2L13	-5.62784442511797
MEAK7	-5.619317920681
SIM2	-5.61832821718134
XPO7	-5.60949171752349
AFDN	-5.6035175409904
BRICD5	-5.60121816668326
VSIG10L	-5.5928958670329
FANK1	-5.59070651524318
RNF139-AS1	-5.58269003687153
LY6D	-5.58185355095061
SKAP2	-5.57862634483205
ST3GAL4	-5.57705624054874
KIAA1211L	-5.56676949199828
PIK3C2G	-5.5607645739582
PPP1R3B	-5.55562013849188
MARVELD3	-5.55207030621451
RAPGEFL1	-5.54501774337963
LMX1B	-5.54475498790335
ANPEP	-5.54228460763817
CPT2	-5.54182848551849
FOXC1	-5.53878608878592
RASEF	-5.53340410717848
NHSL1	-5.51459469496754
SPG7	-5.50506776554801
SLC25A27	-5.5047575604723
ACPP	-5.49761023659333
FIG4	-5.47736146035544
PSD4	-5.47066334641652
BHLHE41	-5.46911628214901
IRAK1BP1	-5.46847039946325
PTGES	-5.44663953626859
PLA2R1	-5.41344635636169
NF2	-5.41286114019231
DYNC2LI1	-5.41239278368576
HEBP2	-5.41192557769603
RNF141	-5.40516406939714
SLC20A2	-5.40209775931167
TGFBR2	-5.40160255515312
MKNK2	-5.39150693319232
MCEE	-5.38314889751989
ARHGEF5	-5.36898981086618
POLI	-5.34725983072105
MSLN	-5.34721102254384
FECH	-5.3379679115716
KLF5	-5.32253017890293
TMEM79	-5.32016837854916
IRX5	-5.3158455345303
SH2D4A	-5.31123022965322
CMTM4	-5.30204360000079
LRIG3	-5.29046356190883
INTS6-AS1	-5.28901250623844
GRAMD4	-5.28823058662908
KRIT1	-5.28423554819753
SPTBN2	-5.28092838293114
ZNF767P	-5.27287938527106
LYSMD4	-5.26452833680578
ST14	-5.25155966083814
TMEM63C	-5.24698811214281
BTBD11	-5.23242828186316
STAG3L5P	-5.22899263488081
LEAP2	-5.21015504020718
ZNF229	-5.21008040167951
TTC7A	-5.20674730153366
ZNF397	-5.20623355602208
SMPDL3B	-5.19362682161179
MVP	-5.19319176518003
SLC12A6	-5.17960703950782
NCOA7	-5.17901296323773
PTAFR	-5.17736769426191
TAB3	-5.17725451713026
ROBO1	-5.16835124836213
GEMIN8	-5.15959244552711
ZNF165	-5.15630316301665
DMD	-5.15293432883794
USP31	-5.15246067270048
MXD1	-5.15130051873365
KLF3	-5.14914164507611
ANKRD11	-5.14080624253694
CLHC1	-5.13631900024523
CSNK2A2	-5.13473775065857
MEIS1	-5.13154840437205
STX12	-5.13047461370054
VILL	-5.11858100733189
GATD3A	-5.11663272840249
NMRK1	-5.11143490191338
MBD1	-5.10706143970665
USP43	-5.10315363887885
NBL1	-5.0996583346717
RPS20P10	-5.08764217019278
ACY1	-5.08730893999677
GRIP1	-5.08633004037184
SOCS6	-5.07629107611868
CYP4F12	-5.06767115257553
SLC16A4	-5.0671372392404
SLC6A14	-5.06501030679282
CNDP2	-5.06174656913467
TRPM4	-5.05470423254575
COL17A1	-5.05166670117493
ESRP1	-5.05112409167242
FMO4	-5.0506775782733
FOXI1	-5.04415297766091
FOCAD	-5.04294341532302
GRAMD1C	-5.03989472423832
SLC25A25-AS1	-5.03730010684379
KLHL9	-5.02762942070418
HSBP1L1	-5.01722771767836
XIST	-5.01643602920705
ABCC1	-5.00607672684776
NT5DC1	-4.99922764362184
PICK1	-4.99901347471437
C2CD2	-4.99152513269503
DENND2D	-4.9885386286226
SLC16A1-AS1	-4.98556085219858
NSD3	-4.98348598892638
SDF4	-4.97806265159682
TRAF3IP1	-4.97030253330948
HIBADH	-4.96556514435884
PAPPA	-4.96271522450302
BCKDHB	-4.94738384119832
CDH1	-4.94470402062608
HYAL1	-4.94314299651047
EPS8L1	-4.92555604469533
SPESP1	-4.92284174812913
CAMK2N1	-4.92264486919288
MPPE1	-4.92116985962768
ASS1P12	-4.92067509307405
KCTD4	-4.91984137345321
HOOK1	-4.91308280196046
HSD17B4	-4.90746979138862
RUNDC3A	-4.90672505462132
PHEX	-4.90383853713733
TNNI2	-4.90381584736361
ESRP2	-4.88690948755337
OFD1	-4.88240835547354
KRT15	-4.87719830490639
HADHAP1	-4.87413545473397
SH3YL1	-4.8694485198558
NRAV	-4.86351601766863
GSDMC	-4.8602887342013
WASHC5	-4.85924114623112
LINC00475	-4.85914026732812
CCNL1	-4.85720816327101
IMMP2L	-4.85576552082618
LINC01089	-4.85462293866443
ARL4D	-4.85040730102747
ATP6V1B2	-4.84385163767919
GCOM1	-4.83264312971348
CEP104	-4.82100764137256
DYM	-4.8139692972999
PGAP4	-4.80614196437798
PTGFRN	-4.8009096072456
